id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,created_timestamp,change_reason,year_filing_for,sector,zipcode,naics_char
2116512,"Indorama Ventures Oxides, LLC",52461,,"Indorama Ventures Oxides, LLC",2701 Spur 136,Port Neches,TX,77651,325199,2022.0,Oleic acid esters manufacturing,1.0,3,625,1327922,2,0,0,0,0,0,0,0,0,0,0,0,0,10JAN24:16:13:00,,2023,Manufacturing,77651,325199
2116960,Perfect Blend LLC,657546,800001619.0,Perfect Blend LLC.,771 S Kulm Road,Othello,WA,99344,325311,2022.0,"Ammonia, anhydrous and aqueous, manufacturing",2.0,2,45,98320,1,0,0,0,3,0,0,3,0,0,0,0,0,10JAN24:16:37:00,,2023,Manufacturing,99344,325311
2117240,Eco Services Dominguez,410826,475248216.0,Ecovyst,20720 S. Wilmington Ave,Long Beach,CA,90810,325180,2022.0,Sulfuric acid manufacturing,1.0,2,52,108850,1,0,0,0,1,0,0,1,0,0,0,0,0,10JAN24:17:34:00,,2023,Manufacturing,90810,325180
2117376,HUMA,1070666,860497127.0,Huma,1331 W. Houston Ave.,Gilbert,AZ,85233,325314,2022.0,Mixing purchased fertilizer materials,1.0,21,47,97800,2,0,0,0,0,0,0,0,0,0,0,0,0,10JAN24:17:53:00,,2023,Manufacturing,85233,325314
2117672,Silver Creek Materials,1070839,751898669.0,Silver Creek Materials Incorperated,2251 Silver Creek Road,Fort Worth,TX,76108,325314,2022.0,Manufacturing,1.0,21,45,158363,1,0,0,6,1,0,86,7,0,0,0,0,0,10JAN24:18:55:00,,2023,Manufacturing,76108,325314
2117896,Novastar LP,419953,752618852.0,Novastar LP,2104 Mulberry Ln,Midland,TX,79706,325199,2022.0,"Accelerators (i.e., basic synthetic chemical) manufacturing",1.0,2,38,68701,1,0,0,1,0,0,91,1,0,0,0,0,0,10JAN24:19:31:00,,2023,Manufacturing,79706,325199
2117953,SI Group,419169,,,4604 W Baker Road,Baytown,TX,77520,325199,2022.0,"Citrates, not specified elsewhere by process, manufacturing",1.0,2,26,56817,2,0,0,0,0,0,0,0,0,0,0,0,0,10JAN24:19:41:00,,2023,Manufacturing,77520,325199
2118179,OCI Beaumont LLC,259147,274600008.0,OCI Beaumont LLC,5470 North Twin City Highway,Nederland,TX,77627,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,166,406074,2,0,0,0,0,0,0,0,0,0,0,0,0,10JAN24:20:06:00,,2023,Manufacturing,77627,325199
2118283,East Dubuque Nitrogen Fertilizers,408701,,CVR Energy,16675 Highway 20 West,East Dubuque,IL,61025,325311,2022.0,Nitrogenous fertilizer materials manufacturing,1.0,2,132,279978,1,0,1,0,0,5,0,1,0,0,0,0,0,10JAN24:20:16:00,,2023,Manufacturing,61025,325311
2118311,Chevron Phillips Chemical Company Borger Plant,90918,731587712,Chevron Phillips Chemical Company LP,Spur 119 East,Borger,TX,79007,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,220,510913,1,0,0,0,1,0,0,1,0,0,0,0,0,29MAY24:20:49:00,,2023,Manufacturing,79007,325199
2118331,Worthington Biochemical Corp.,1071050,222775997,Worthington Biochemical Corp.,730 Vassar Ave,Lakewood,NJ,8701,325199,2022.0,"Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing",1.0,21,70,145600,1,0,0,2,0,0,53,2,0,0,0,0,0,10JAN24:20:26:00,,2023,Manufacturing,8701,325199
2118562,Vanchlor Company Inc.,109577,161464186,Vanchlor Company Inc.,45 Main Street,Lockport,NY,14094,325180,2022.0,Aluminum chloride manufacturing,1.0,2,22,42889,2,0,0,0,0,0,0,0,0,0,0,0,0,10JAN24:21:11:00,,2023,Manufacturing,14094,325180
2118818,Evonik Corporation,800814,,Evonik Corporation,8300 W Route 24,Mapleton,IL,61547,325199,2022.0,"Acids, organic, not specified elsewhere by process, manufacturing",1.0,22,134,287294,1,0,0,2,0,0,93,2,0,0,0,0,0,10JAN24:22:13:00,,2023,Manufacturing,61547,325199
2119653,"Kemira Water Solution, Inc",925117,,Kemira Chemicals Inc,1525 Church Street Ext NW,Marietta,GA,30060,325199,2022.0,Organo-inorganic compound manufacturing,1.0,21,53,115764,2,0,0,0,0,0,0,0,0,0,0,0,0,11JAN24:13:36:00,,2023,Manufacturing,30060,325199
2119667,Jones-Hamilton Co.,345748,203745300,Jones-Hamilton Co.,4433 Richburg Road,Richburg,SC,29729,325180,2022.0,Hydrochloric acid manufacturing,1.0,21,34,48640,1,0,1,0,0,180,0,1,0,0,0,0,0,30JAN24:20:44:00,Had to add more employee and hours due to temporary workers we had missed in the initial reporting,2023,Manufacturing,29729,325180
2119689,Jones-Hamilton Company,92338,203745300,Jones-Hamilton Co.,30354 Tracy Road,Walbridge,OH,43465,325180,2022.0,"Sodium inorganic compounds, not specified elsewhere by process, manufacturing",1.0,22,101,171971,1,0,1,0,0,1,0,1,0,0,0,0,0,30JAN24:20:47:00,"we had to resubmit, we missed accounting for our temporary employees and hours in this log.",2023,Manufacturing,43465,325180
2119896,Dow Silicones Corporation,908966,,Dow Silicones Corporation,4770 HWY 42 East,Carrollton,KY,41008,325199,2022.0,Silicone (except resins) manufacturing,1.0,3,503,1085921,1,0,1,4,0,41,87,5,0,0,0,0,0,11JAN24:14:53:00,,2023,Manufacturing,41008,325199
2119916,BIO-CAT INC,954885,541476027,BIO-CAT INC,9117 Three Notch Road,Troy,VA,22974,325199,2022.0,"Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing",1.0,2,51,93118,1,0,1,0,1,75,0,2,0,0,0,0,0,11JAN24:14:57:00,,2023,Manufacturing,22974,325199
2120250,Church & Dwight Co,1048504,134996950,Church & Dwight Co,325 Alchem Road,Green River,WY,82935,325180,2022.0,Sodium bicarbonate manufacturing,1.0,2,175,337503,1,0,0,0,4,0,0,4,0,0,0,0,0,11JAN24:15:54:00,,2023,Manufacturing,82935,325180
2120319,"Bulloch Fertilizer Co., Inc.",272486,,"Bulloch Fertilizer Co., Inc.",205 West Main Street,Statesboro,GA,30458,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,2,20,37143,2,0,0,0,0,0,0,0,0,0,0,0,0,11JAN24:16:07:00,,2023,Manufacturing,30458,325314
2120531,"Afton Chemical Corporation - Sauget, IL",45368,430925088,Afton Chemical Corporation,501 Monsanto Avenue,Sauget,IL,62201,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,3,344,719454,1,0,1,4,0,7,247,5,0,0,0,0,0,11JAN24:16:48:00,,2023,Manufacturing,62201,325199
2121144,Conway Bakelite Chemicals,1072152,853951845,Bakelite Chemicals,200 Ampac Road,Conway,NC,27820,325199,2022.0,Formaldehyde manufacturing,1.0,21,66,114224,1,0,1,0,1,2,0,2,0,0,0,0,0,11JAN24:18:38:00,,2023,Manufacturing,27820,325199
2121452,Sergeant Bluff Methyl Ester,131153,420615016,AGP,2757 Port Neal Circle,Sergeant Bluff,IA,51054,325199,2022.0,Transesterification of vegetable oils to produce fuels or fuel additives,1.0,2,27,49974,1,0,1,0,1,7,29,2,0,0,0,0,0,11JAN24:19:32:00,,2023,Manufacturing,51054,325199
2121711,Arclin Dodson La.,50238,800633765,"Arclin USA, LLC",344 Tannehill road,Dodson,LA,71422,325199,2022.0,Formaldehyde manufacturing,1.0,2,31,66333,2,0,0,0,0,0,0,0,0,0,0,0,0,11JAN24:19:57:00,,2023,Manufacturing,71422,325199
2121837,54Vets,958861,,Hampford Research Inc.,54 Veterans Blvd,Stratford,CT,6615,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,33,55624,1,0,0,0,1,0,0,0,1,0,0,0,0,11JAN24:20:20:00,,2023,Manufacturing,6615,325199
2121859,"Advancion - Sterlington, LA",1072464,363185557,Advancion Corporation,350 LA Hwy 2,Sterlington,LA,71280,325199,2022.0,Organo-inorganic compound manufacturing,1.0,22,172,359845,2,0,0,0,0,0,0,0,0,0,0,0,0,11JAN24:20:25:00,,2023,Manufacturing,71280,325199
2122000,Covoro Mining Solutions LLC,797511,871679780,Covoro Mining Solutions LLC,2571 Fite Road,Memphis,TN,38127,325180,2022.0,Cyanides manufacturing,1.0,2,183,379874,1,0,1,2,0,2,9,2,0,0,0,0,1,11JAN24:20:39:00,,2023,Manufacturing,38127,325180
2122301,REG Danville LLC,1072563,202760722,REG Danville LLC,300 N Anderson,Danville,IL,61832,325199,2022.0,Transesterification of vegetable oils to produce fuels or fuel additives,1.0,21,38,82216,1,0,0,0,1,0,0,1,0,0,0,0,0,11JAN24:21:31:00,,2023,Manufacturing,61832,325199
2122353,Arclin Amines,1072577,,Arclin,901 W. DuPont Avenue,Belle,WV,25015,325199,2022.0,Methylamine manufacturing,1.0,21,60,117603,1,0,0,0,1,0,0,1,0,0,0,0,0,11JAN24:21:43:00,,2023,Manufacturing,25015,325199
2122777,Equinox Chemicals,1022295,900127009,Equinox Chemicals,1909 W. Oakridge Dr,Albany,GA,31707,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,24,51341,2,0,0,0,0,0,0,0,0,0,0,0,0,11JAN24:22:44:00,,2023,Manufacturing,31707,325199
2122851,Cabot Canal,931212,42271897,Cabot Corporation,PO Box 598,Franklin,LA,70538,325180,2022.0,Carbon black manufacturing,1.0,2,156,325639,1,0,0,1,1,0,23,2,0,0,0,0,0,11JAN24:23:19:00,,2023,Manufacturing,70538,325180
2122859,Cabot Corporation - Jeanerette,931218,42271897,Cabot Corporation,810 Huberville Road,Jeanerette,LA,70544,325180,2022.0,Carbon black manufacturing,1.0,1,12,26391,2,0,0,0,0,0,0,0,0,0,0,0,0,11JAN24:23:23:00,,2023,Manufacturing,70544,325180
2122962,Veolia Fort Hill,1064420,,,11215 Brower Road,North Bend,OH,45052,325180,2022.0,Sulfuric acid manufacturing,1.0,2,30,54735,2,0,0,0,0,0,0,0,0,0,0,0,0,12JAN24:11:59:00,,2023,Manufacturing,45052,325180
2123043,Optima Belle LLC,698983,465403006,Optima Belle LLC,901 West Dupont Ave,Belle,WV,25015,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,2,26,55795,2,0,0,0,0,0,0,0,0,0,0,0,0,12JAN24:13:48:00,,2023,Manufacturing,25015,325199
2123173,Cytec Solvay Group Willow Island Plant,139412,223268660,Cytec Solvay Group,#1 Heilman Ave,Willow Island,WV,26134,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,2,199,422676,2,0,0,0,0,0,0,0,0,0,0,0,0,12JAN24:14:48:00,,2023,Manufacturing,26134,325199
2123178,Dover Chemical Corporation,260187,391205755,Dover Chemical Corporation,3676 Davis Road N.W.,Dover,OH,44622,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,157,336344,1,0,0,1,0,0,8,1,0,0,0,0,0,12JAN24:14:50:00,,2023,Manufacturing,44622,325199
2123641,Complex Chemical Co. Inc.,918944,141865385,Complex Chemical Co. Inc.,177 COMPLEX CHEMICAL RD,Tallulah,LA,71282,325199,2022.0,Ethylene glycol manufacturing,1.0,2,124,265681,1,0,1,3,1,4,277,5,0,0,0,0,0,12JAN24:16:34:00,,2023,Manufacturing,71282,325199
2123971,Evonik Pasadena Plant,487236,630673043,Evonik Corporation,1423 Pasadena Freeway,Pasadena,TX,77506,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,51,102689,2,0,0,0,0,0,0,0,0,0,0,0,0,12JAN24:17:26:00,,2023,Manufacturing,77506,325199
2124019,FoxFarm Soil & Fertilizer Company,266082,680297783,,1900 Bendixsen st.,Samoa,CA,95564,325314,2022.0,Potting soil manufacturing,1.0,2,65,140400,1,0,2,0,1,15,137,3,0,0,0,0,0,12JAN24:17:33:00,,2023,Manufacturing,95564,325314
2124047,FoxFarm Pendleton,1073044,,United Compost & Organics,1001 Lebanon Road,Pendleton,SC,29670,325314,2022.0,Potting soil manufacturing,1.0,21,33,71280,1,0,0,0,1,0,0,1,0,0,0,0,0,12JAN24:17:41:00,,2023,Manufacturing,29670,325314
2124313,"SI Group, Inc. - Morgantown",1031524,,"SI Group, Inc.",1000 Morgantown Industrial Park Road,Morgantown,WV,26501,325199,2022.0,Phosphoric acid esters manufacturing,1.0,2,120,265107,1,0,0,0,2,0,0,2,0,0,0,0,0,12JAN24:18:41:00,,2023,Manufacturing,26501,325199
2125025,Shell Catalyst & Technologies - Pittsburg,985461,222869708,Shell Catalyst & Technologies,2840 Willow Pass Road,Bay Point,CA,94565,325180,2022.0,Sodium aluminate manufacturing,1.0,2,67,128016,2,0,0,0,0,0,0,0,0,0,0,0,0,12JAN24:20:36:00,,2023,Manufacturing,94565,325180
2125758,American Greenfuels LLC,982439,61473189,American Greenfuels LLC,30 WATERFRONT ST,NEW HAVEN,CT,6512,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,2,55,113339,1,0,3,0,0,181,0,3,0,0,0,0,0,14JAN24:19:30:00,,2023,Manufacturing,6512,325199
2126173,INEOS Calabrian,937499,132698438,INEOS Calabrian,5500 Highway 366,Port Neches,TX,77651,325180,2022.0,"Sulfur and sulfur compounds, not specified elsewhere by process, manufacturing",1.0,2,69,141156,2,0,0,0,0,0,0,0,0,0,0,0,0,15JAN24:15:35:00,,2023,Manufacturing,77651,325180
2126435,PfP Industries LLC,969289,463130360,PfP Industries LLC,14227 Fern Dr,Houston,TX,77079,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,2,58,112530,2,0,0,0,0,0,0,0,0,0,0,0,0,15JAN24:16:39:00,,2023,Manufacturing,77079,325199
2126492,"Centauri Technologies, LP",163408,760481358,"Centauri Technologies, LP",5200 Underwood Rd.,Pasadena,TX,77507,325199,2022.0,"Perfume materials (i.e., basic synthetic chemicals, such as terpineol) manufacturing",1.0,2,41,89262,2,0,0,0,0,0,0,0,0,0,0,0,0,15JAN24:16:48:00,,2023,Manufacturing,77507,325199
2126901,Ineos Oxide,909986,721383712,INEOS Americas LLC,21255-A Highway 1 South,Plaquemine,LA,70765,325199,2022.0,Ethylene glycol ether manufacturing,1.0,2,65,164379,2,0,0,0,0,0,0,0,0,0,0,0,0,15JAN24:18:22:00,I accidently submitted the report before I changed the annual average number of employees from 71 to 65.,2023,Manufacturing,70765,325199
2127092,Westlake Natrium LLC,931675,464153802,Westlake Corporation,15696 Energy Road,Proctor,WV,26055,325180,2022.0,Chlorine manufacturing,1.0,3,390,867486,1,0,0,4,2,0,180,6,0,0,0,0,0,15JAN24:19:01:00,,2023,Manufacturing,26055,325180
2127199,RussTech - RP,917432,610674047,"RussTech, Inc.",6200 Cane Run Road,Louisville,KY,40258,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,6,10689,2,0,0,0,0,0,0,0,0,0,0,0,0,15JAN24:19:22:00,,2023,Manufacturing,40258,325199
2127233,"SHAC - Norco, LA",274840,135114230,WR Grace,16122 River Road,Norco,LA,70079,325180,2022.0,Titanium dioxide manufacturing,1.0,2,57,142750,2,0,0,0,0,0,0,0,0,0,0,0,0,15JAN24:19:28:00,,2023,Manufacturing,70079,325180
2127429,Morral Companies - Caledonia Facility,779903,311792060,Morral Companies LLC,1592 Columbus-Sandusky Road North,Caledonia,OH,43314,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,2,38,66369,1,0,1,0,1,2,0,2,0,0,0,0,0,15JAN24:20:05:00,,2023,Manufacturing,43314,325314
2127438,Morral Companies - Main Facility,646320,311792060,Morral Companies LLC,132 Postle Ave PO Box 26,Morral,OH,43337,325314,2022.0,Mixing purchased fertilizer materials,1.0,2,78,136689,1,0,2,0,0,134,35,2,0,0,0,0,0,15JAN24:20:07:00,,2023,Manufacturing,43337,325314
2127602,GFS Chemicals Inc - McKinley Ave,1074138,,GFS Chemicals Inc,851 McKinley Ave,Columbus,OH,43222,325180,2022.0,Perchloric acid manufacturing,1.0,21,36,72000,2,0,0,0,0,0,0,0,0,0,0,0,0,15JAN24:20:36:00,,2023,Manufacturing,43222,325180
2127629,GFS Chemicals Inc - River Street,1074146,,GFS Chemicals Inc,777 River Street,Columbus,OH,43222,325199,2022.0,"Acids, organic, not specified elsewhere by process, manufacturing",1.0,1,12,24000,2,0,0,0,0,0,0,0,0,0,0,0,0,15JAN24:20:41:00,,2023,Manufacturing,43222,325199
2127985,Calvert City,569458,,ASI,455 North Main Street,Calvert City,KY,42029,325199,2022.0,Specialty Chemicals Manufacturer,1.0,3,387,832382,1,0,1,0,0,90,0,1,0,0,0,0,0,15JAN24:22:32:00,,2023,Manufacturing,42029,325199
2128194,Allnex USA Inc. - Willow Island,47992,371705164,Allnex USA Inc.,252 Heilman Ave.,Belmont,WV,26134,325199,2022.0,Methylene chloride manufacturing,1.0,2,33,67899,2,0,0,0,0,0,0,0,0,0,0,0,0,16JAN24:12:54:00,,2023,Manufacturing,26134,325199
2128465,AGP Algona Methyl Ester,138767,420615016,Ag Processing Inc.,2108 140th Avenue,Algona,IA,50511,325199,2022.0,"Esters, not specified elsewhere by process, manufacturing",1.0,2,38,93131,2,0,0,0,0,0,0,0,0,0,0,0,0,16JAN24:14:38:00,,2023,Manufacturing,50511,325199
2128908,US Methanol LLC- Liberty One Plant,658821,811952040,US Methanol LLC,1600 First Avenue South,Nitro,WV,25143,325199,2022.0,"Methyl alcohol (i.e., methanol), synthetic, manufacturing",1.0,2,43,97783,2,0,0,0,0,0,0,0,0,0,0,0,0,16JAN24:16:03:00,,2023,Manufacturing,25143,325199
2129021,Birla Carbon USA Hickok Plant,651490,133230278,Birla Carbon USA,3500 S Road S,Ulysses,KS,67880,325180,2022.0,Carbon black manufacturing,1.0,2,51,86553,1,0,1,0,0,298,0,1,0,0,0,0,0,16JAN24:16:32:00,,2023,Manufacturing,67880,325180
2129400,Bartow,924604,,The Mosaic Company,3200 HWY 60 West,Bartow,FL,33830,325312,2022.0,Ammonium phosphates manufacturing,1.0,3,335,725556,1,0,1,1,4,6,159,4,0,1,0,0,1,16JAN24:17:45:00,,2023,Manufacturing,33830,325312
2129462,Faustina,882284,290505436,Mosaic Fertilizer LLC,9959 Highway 18,ST James,LA,70086,325312,2022.0,"Fertilizers, mixed, made in plants producing phosphatic fertilizer materials",1.0,2,130,263305,1,0,2,0,0,45,171,2,0,0,0,0,0,16JAN24:17:59:00,,2023,Manufacturing,70086,325312
2129479,Uncle Sam,1004063,,Mosaic Fertilizer LLC,7250 HWY 44,Uncle Sam,LA,70792,325312,2022.0,Ammonium phosphates manufacturing,1.0,2,106,254258,1,0,0,1,0,0,65,1,0,0,0,0,0,16JAN24:18:04:00,,2023,Manufacturing,70792,325312
2129546,South Pierce,924603,,The Mosaic Company,7450 County Rd 630,Mulberry,FL,33860,325312,2022.0,Ammonium phosphates manufacturing,1.0,2,83,189750,2,0,0,0,0,0,0,0,0,0,0,0,0,16JAN24:18:19:00,,2023,Manufacturing,33860,325312
2129699,3V Sigma USA INC,667263,510228853,3V Sigma USA INC,888 Woodstock Street,Georgetown,SC,29440,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,167,290193,1,0,1,0,1,33,0,2,0,0,0,0,0,16JAN24:18:42:00,,2023,Manufacturing,29440,325199
2129938,Polyventive LLC Dalton South,1022513,474015377,Polyventive LLC,2200 Abutment Road,Dalton,GA,30721,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,19,39993,1,0,0,1,0,0,5,1,0,0,0,0,0,16JAN24:19:34:00,,2023,Manufacturing,30721,325199
2129962,Polyventive LLC D130,1022555,474015377,Polyventive LLC,130 Executive Drive,Calhoun,GA,30701,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,39,62470,1,0,0,1,0,0,7,1,0,0,0,0,0,16JAN24:19:39:00,,2023,Manufacturing,30701,325199
2129980,Polyventive LLC Dalton North,1022592,474015377,Polyventive LLC,1202 Dozier Street,Dalton,GA,30721,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,24,52646,1,0,1,0,0,1,0,0,0,0,0,0,1,16JAN24:19:43:00,,2023,Manufacturing,30721,325199
2130023,Polyventive LLC D140,1022618,474015377,Polyventive LLC,140 Executive Drive SE,Calhoun,GA,30701,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,45,82973,1,0,1,0,0,134,0,1,0,0,0,0,0,16JAN24:19:49:00,,2023,Manufacturing,30701,325199
2130036,Polyventive LLC Rome,1022654,474015377,Polyventive LLC,180 Burlington Drive,Rome,GA,30161,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,29,63824,1,0,1,1,0,1,4,2,0,0,0,0,0,16JAN24:19:52:00,,2023,Manufacturing,30161,325199
2130099,PALM,101198,901032085,PALM COMMODITIES INTERNATIONAL LLC,1289 BRIDGESTONE PKWY,LAVERGNE,TN,37086,325180,2022.0,"Nickel compounds, not specified elsewhere by process, manufacturing",1.0,2,39,62080,2,0,0,0,0,0,0,0,0,0,0,0,0,16JAN24:20:04:00,,2023,Manufacturing,37086,325180
2130128,Kemira Chemicals Inc. Augusta,113232,10598949,Kemira Chemicals Inc.,2360 Doug Barnard Parkway,Augusta,GA,30906,325180,2022.0,Sodium chlorate manufacturing,1.0,2,37,88296,1,0,0,0,1,0,0,1,0,0,0,0,0,16JAN24:20:09:00,,2023,Manufacturing,30906,325180
2130130,World Energy Harrisburg,1074886,464263252,,"2850 Appleton St, Ste. E",Camp Hill,PA,17011,325199,2022.0,Transesterification of vegetable oils to produce fuels or fuel additives,1.0,21,33,67698,1,0,0,2,0,0,22,2,0,0,0,0,0,16JAN24:20:09:00,,2023,Manufacturing,17011,325199
2130800,PureTech Scientific,1075136,931400668,PureTech Scientific LLC,901 W DuPont Ave,Belle,WV,25015,325199,2022.0,Organo-inorganic compound manufacturing,1.0,21,41,37113,2,0,0,0,0,0,0,0,0,0,0,0,0,16JAN24:22:38:00,,2023,Manufacturing,25015,325199
2131093,Future Fuel Chemical Company,563143,203340900,Future Fuel Chemical Company,2800 Gap Rd.,Batesville,AR,72503,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,3,480,911410,1,0,3,0,3,80,70,4,0,0,0,0,2,17JAN24:13:02:00,,2023,Manufacturing,72503,325199
2131234,AgroLiquid Dba - Corporate,1068566,382470646,COG Marketers Ltd,3055 W. M-21,Saint Johns,MI,48879,325314,2022.0,Mixing purchased fertilizer materials,1.0,21,63,143223,2,0,0,0,0,0,0,0,0,0,0,0,0,17JAN24:13:52:00,,2023,Manufacturing,48879,325314
2131311,Koch Fertilizer Enid LLC,588203,352521711,Koch Fertilizer,1619 S 78th St,Enid,OK,73701,325311,2022.0,Nitrogenous fertilizer materials manufacturing,1.0,3,266,571572,1,0,4,1,2,22,151,7,0,0,0,0,0,17JAN24:14:49:00,,2023,Manufacturing,73701,325311
2131352,Ag Processing Inc,798042,,Ag Processing Inc.,900 Lower Lake Road,St. Joseph,MO,64504,325199,2022.0,"Esters, not specified elsewhere by process, manufacturing",1.0,2,27,58270,2,0,0,0,0,0,0,0,0,0,0,0,0,17JAN24:15:12:00,,2023,Manufacturing,64504,325199
2131397,"BioVeritas, LLC",1075345,872247858,"BioVeritas, LLC",6150 Mumford Road,Bryan,TX,77807,325199,2022.0,"Acids, organic, not specified elsewhere by process, manufacturing",1.0,21,32,94437,1,0,0,1,0,0,4,1,0,0,0,0,0,17JAN24:15:41:00,,2023,Manufacturing,77807,325199
2131761,Compass Minerals Ogden Inc,1075496,,Compass Minerals Ogden Inc,765 N 10500 W,Ogden,UT,84404,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,3,351,821806,1,0,2,0,1,46,179,3,0,0,0,0,0,17JAN24:17:54:00,,2023,Manufacturing,84404,325199
2131804,Nutrien LNO,912820,133934027,PCS Nitrogen Ohio LP (Nutrien),2200 FT Amanda Rd,Lima,OH,45804,325311,2022.0,"Ammonia, anhydrous and aqueous, manufacturing",1.0,2,180,397489,2,0,0,0,0,0,0,0,0,0,0,0,0,17JAN24:17:58:00,,2023,Manufacturing,45804,325311
2131983,Eco Services Operations Corp,1069350,,Ecoservices,8615 Manchester,Houston,TX,77012,325180,2022.0,Sulfuric acid manufacturing,1.0,22,130,298050,1,0,0,0,1,0,0,0,0,0,0,0,1,27MAR24:13:26:00,An incident from the year was determined to be a recordable. The OSHA Log needed to be updated.,2023,Manufacturing,77012,325180
2131991,Nouryon Surface Chemistry LLC,1073111,,Nouryon Surface Chemistry,909 Mueller Avenue,chattanooga,TN,37406,325199,2022.0,Organo-inorganic compound manufacturing,1.0,21,71,132486,2,0,0,0,0,0,0,0,0,0,0,0,0,17JAN24:18:19:00,,2023,Manufacturing,37406,325199
2132464,Eurecat - McAlester,52642,231624208,"Eurecat US, Inc.",100 Steven Taylor Blvd,McAlester,OK,74501,325180,2022.0,"Nickel compounds, not specified elsewhere by process, manufacturing",1.0,2,56,111145,1,0,1,1,0,46,274,2,0,0,0,0,0,17JAN24:18:56:00,,2023,Manufacturing,74501,325180
